x,y,Name,Genes,Label,Color
5.576862,4.560096,exc l2 linc00507 atp7b (id:194),ABCA5 ABCB1 ABCD2 ACACB ACSL6 ACVR1C ADD3 AKTIP AMIGO1 AXIN2 BEX5 BTBD8 C4orf50 CACNA1I CALM1 CAMK4 CCSER2 CDC14B CHRM3 CLIC5 CYP2J2 DNAJB14 DOCK9 EIF4E3 ENPP5 EPHA4 EPHX2 ERMN FAM153A FAM184A FBXO3 FGF9 GABRG1 GCNT4 GNAO1 GOLGA7B GPRASP1 GPRIN3 HLF HOOK1 HPCAL4 IGIP KCNA2 KIAA0408 KIF5C KLF12 KLHL32 KLHL34 KLKB1 KRT222 LOC105377209 MAF MICU3 NAP1L2 NELL2 NR1D2 NR3C2 OTUD7A PAIP2B PCK1 PDE4DIP PIK3R1 PLCL1 PLEKHA1 PLIN1 PRKACB PRKG2 PTPN4 PURA RASGRF2 RBM11 RCAN2 RNF157 RORA RUNDC3B SERINC1 SGCD SH3BGRL2 SLC2A13 SLC38A11 SLC4A10 SLC4A4 SNPH SORBS1 SOWAHA SPON1 STAT4 SUSD4 SYTL2 TC2N TENM1 TGFBR3 TNIK TTC39B UGT8 USP53 VIPR1,Brain Cells,1
5.9791427,0.78216267,exc l2-3 linc00507 dsg3 (id:196),AADAT AMOTL2 ANTXR1 APBB2 ARSJ AXL BDNF BICC1 BMPR1B CACNA2D1 CAP2 CDC42BPA CHST3 COL12A1 DCBLD2 DDAH1 DNAH5 DST DZIP1 EDIL3 EFEMP1 EFNA5 EGFR EML1 ENAH EPHA5 FAM171B FAT1 FERMT2 FGF2 FHOD3 FIGN FRMD6 FSTL1 GLI2 GLRB GNAI1 GNG12 GPR161 GPR176 GPX8 GULP1 HSPA12A IFT81 KIAA1549 KIAA1549L KITLG LARP6 LCA5 LIFR LIMCH1 LOC105379003 LRRC49 LYPD6 MAGI1 MAP1B MID1 MMP16 MPDZ MYO10 NCKAP1 NFIB NLGN1 NR2F1 NUAK1 PARVA PCDH7 PFN2 PLCB4 PLOD2 PLS3 PRICKLE2 PRKAA2 PRRG1 PSD3 PTK2 PTPN14 PTPN21 PTPRG PYGO1 RAI14 RASAL2 RASSF8 RBFOX2 RND3 SCARA3 SCHIP1 SERTAD4 SPOCK1 TEAD1 TENM3 TGFB2 TJP1 TRAM1L1 TTLL7 TUSC3 WWTR1 YAP1 ZFHX4,Brain Cells,1
5.7695384,0.9028703,exc l2-3 rorb ccdc68 (id:197),ADCY6 ADGRL2 AMOTL2 ANTXR1 ARHGAP29 ARHGAP42 ARHGEF12 ARHGEF28 ARSJ ASAP2 ASPH CDC42BPA COBLL1 COL12A1 CTNND1 CTTNBP2NL DAB2IP DDAH1 DOCK1 DSP DST EFEMP1 EGFR EMP2 ENAH EPB41L4B EPHA2 FAM114A1 FARP1 FAT1 FKBP9 FSTL1 FZD6 GAREM1 GNAI1 GNG12 ITGA2 KCTD3 KDELR3 KIAA1217 KITLG LAMA3 LAMB1 LAMC1 LGR4 LIFR LRIG3 LURAP1L MAGI1 MECOM MET MID1 MPDZ MYO1B MYO5B NCKAP1 NFIB NR2F2 NTN4 OSMR PALLD PARD3B PARVA PAWR PLOD2 PLS3 PLSCR4 PPIC PRSS12 PTPN14 PTPN21 PTPRF PTPRG PTPRK RAI14 RAPH1 RASAL2 RBFOX2 RND3 SCARA3 SERTAD4 SH2D4A SH3BP4 SH3D19 SH3RF1 SHROOM3 SLC44A3 SNAI2 SNX7 TACC2 TANC1 TEAD1 THSD4 TJP1 TSPAN6 UACA WASL,Brain Cells,1
5.9248247,4.730425,exc l2-3 rorb ptpn3 (id:198),ACTL6B ADCYAP1R1 ADGRB3 AMER2 AQP4 ASTN1 ATCAY ATP1B2 ATP2B3 ATRNL1 CA10 CADM2 CADPS CLVS2 CNTN1 CNTN2 CSRNP3 CTNNA2 DDX25 DGKB DIRAS2 DLG2 ELAVL3 ELAVL4 FAM124A FRRS1L FUT9 GABRA1 GABRB3 GABRG1 GABRG2 GAP43 GFAP GPM6B GRIA2 GRIA4 GRID2 GRIK2 GRM1 GRM3 GRM5 GRM7 HTR5A KCNC2 KCNJ9 KCTD8 LRRC4C LRRTM3 LSAMP MAGI2 MMD2 MYT1L NCAN NOL4 NRXN1 NXPH1 OLFM3 OPCML PAK3 PAK5 PEX5L PLP1 PLPPR4 PNMA2 PPFIA2 RAB3C RBFOX1 RIMS2 RORB SCN2A SCN3B SH3GL2 SLC17A6 SLC1A2 SLC35F1 SLITRK1 SNAP25 SNAP91 SRRM4 ST8SIA3 STMN4 STXBP5L SVOP SYP SYT4 TCEAL2 TCEAL5 TCEAL6 TMEM130 TMEM151B TMEM196 TRPM3 UNC79 VSTM2A VSTM2B WDR17,Brain Cells,1
6.4215875,4.8700047,exc l2-3 rorb rtkn2 (id:199),ABI2 ADGRV1 AIF1L ARFGEF3 BCO1 C2orf72 C6orf118 CACNG4 CADPS2 CAMKV CAMSAP3 CDS1 CFAP43 CFAP65 CGN CKMT1A CKMT1B CMTM4 COBL CSRNP3 CXADR CXXC4 DLG3 DNAI1 EFNB3 EPB41L4B EPCAM EPHA7 ERC2 FAXC FNBP1L FRAS1 FREM2 FZD3 HACD3 HCN4 HS6ST2 JPH1 KCNQ2 KIAA1549 KIF1A KLHL23 LCA5 LINGO1 LOC101927745 LOC105376987 LRRC10B MAGI1 MAGI3 MSI1 MYO5C NBEA NEBL NEO1 NOS1AP PARD3 PBX1 PCDH20 PCDHA11 PCDHAC1 PCDHAC2 PCLO PHF21B PKP4 PLCB4 PLCH1 PLEKHA6 PLEKHH1 PPM1E PPM1H PPP1R9A PROM1 PRR36 PTPRF RAPGEF5 RHPN2 RIMKLA RMST RSPH1 SH3GL3 SHANK2 SHROOM3 SLC16A9 SOX2 SOX21 SPTBN2 STOX1 STRBP STXBP5L SYT13 TIGD4 TOM1L1 TOX3 TRIM2 TTLL6 USP54 VANGL2 WNK2 WWC1 ZBBX,Brain Cells,1
6.794486,-0.75012124,exc l3 lamp5 carm1p1 (id:200),ADCY2 AGBL4 AMER2 AMER3 AP3B2 ARHGEF9 ASTN2 ATCAY ATXN3 B3GAT1 BAZ2B CACNA1A CACNB4 CCDC30 CDH8 CDKL5 CELF4 CLASP2 CNTN2 CNTNAP2 CNTNAP5 CSMD3 CTNNA2 CYP46A1 DDX25 DGKB EPB41L4A ESRRG FAM135B FAM228B FGF13 FRRS1L FSIP2 FTO FUT9 GABRA1 GPR137C GRIA4 GRM7 HCN1 ICA1L INTU KCNB1 KCNJ6 KCNJ9 KIAA1328 KPNA5 LGI1 LRRTM4 LSAMP MAGI2 MCF2L2 MGAT4C MIPOL1 MPPED2 MYT1L NRXN1 NTRK3 ORC4 PCDHA4 PPP2R2B PTCHD1 RAB3C RPAP2 RYR3 SCG3 SCN1A SCN3B SHISA9 SLC24A2 SLC7A14 SRGAP3 SRRM4 SSTR2 ST8SIA3 STK33 STMN4 SV2C SVOP SYT2 TNR TRPM3 UBN2 UNC13C UNC79 UNC80 VSTM2A VWC2 WDPCP XKR4 ZBTB8B ZDHHC15 ZNF382 ZNF445 ZNF471 ZNF483 ZNF493 ZNF519,Brain Cells,1
6.7241073,1.8287126,exc l3 rorb otogl (id:201),ADAMTS12 ADCY8 ADGRL2 ADGRL3 ANK2 ANOS1 APOE ASTN1 BRINP1 CACNA2D1 CADM3 CDH11 COL11A1 COL16A1 COL22A1 COL4A1 COL4A2 CRMP1 CTNND2 DCLK1 DGKI DKK3 DOK5 DPYSL3 EFS FBXL7 FRZB GAP43 GJA1 GPC4 GPRC5B HEPH ID4 IGDCC4 IGFBP5 KCNIP1 KDR LGI2 LRRC4C MAGEL2 MAP6 MDFI MEGF10 MMP2 MXRA5 NACAD NAV2 NDN NES NFASC NKAIN4 NLGN4X NOTCH3 NRP2 NTM OPCML PABPC5 PCDHB10 PCDHB15 PCDHB5 PCDHGB7 PCDHGC3 PDLIM4 PDPN PDZRN3 PHLDB1 PRICKLE2 PTN PTPRD PTPRZ1 RASL12 RBP1 RMST RNF180 SDC3 SDK1 SEMA5B SEMA6D SFRP1 SH3PXD2B SHISA6 SPARC ST8SIA2 STK32A SYNDIG1 TCEAL7 TENM2 TENM4 THY1 TMEM200C TMEM47 TNC TSPAN11 TUBB2B UNC5D VANGL2 ZNF334 ZNF423,Brain Cells,1
3.920142,0.6384763,exc l3 themis enpep (id:202),ABI3BP ACTA2 ADAM33 ADAMTS12 ADAMTS2 ADAMTS5 ADAMTSL1 ADGRL4 ANGPTL2 ASPN BGN C1QTNF5 C1R C1S CALD1 CCDC80 CDH11 CDH13 COL12A1 COL14A1 COL15A1 COL16A1 COL1A1 COL1A2 COL3A1 COL4A1 COL4A2 COL5A2 COL5A3 COL6A1 COL6A3 CRYAB DCN DDR2 DKK3 DPT ECM2 EDNRA FAP FBN1 FBXL7 FGF7 FIBIN FMOD FN1 FNDC1 FSTL1 GLT8D2 HMCN1 HSPB2 HSPB6 HTRA1 IGFBP7 ISLR ITGBL1 LAMA2 LAMA4 LMOD1 LOC105376081 LOX LTBP2 LUM MEDAG MFAP4 MMP2 MRGPRF MXRA5 NNMT NTM OLFML3 PAM PAMR1 PCDH18 PDGFRA PDGFRB PLSCR4 PODN POSTN PRKG1 PRRX1 SEMA5A SGCD SLIT3 SNAI2 SPARC SRPX SRPX2 SSC5D SULF1 SVEP1 SYNC SYNPO2 TEK THBS2 THY1 TIMP3 TMEM47,Brain Cells,1
6.3047605,-1.7342038,exc l3-5 fezf2 asgr2 (id:203),ADAMTSL3 ASB18 BNIP3P28 C2orf83 C4orf36 CA5A CCDC122 CCNB3P1 CEACAM22P CFAP69 CRX CYP4F8 FAM186A FAM221A FAM228B GABPB2 GALR1 GDPGP1 GRAMD4P3 GYG2P1 HMGN2P46 HNRNPA1P54 HTN1 HYPK KCNA7 KCNG4 KCNMB1 KIR3DX1 KLK2 LRRC74B LRRD1 MARCKSL1P2 MIPOL1 MRPS17P1 MTCO1P25 NPFFR1 OLA1P3 OR51C1P OR51E2 OR7D2 OR7E94P PCDHB1 PCDHGA8 PDE6A PGBD4 PPIAL4G RBM22P2 SAG SHOX SLC14A2 SLC30A4 SLC35E3 SLC36A2 TCF23 TMEM212 TMEM78 TRIM72 VENTXP4 VWA5B1 WFDC1 YWHAQP5 ZNF26 ZNF383 ZNF556 ZNF557 ZNF665 ZNF716,Brain Cells,1
4.464396,3.0297546,exc l3-5 fezf2 linc01107 (id:204),A2M ABCA8 ABCC9 ACACB ACKR1 ADCY5 ADCYAP1R1 ADGRB3 ADGRF5 ADGRL4 ADH1B ANK2 APLNR APOD AQP1 ARHGEF15 ATP1A2 BCL6B BTNL9 C14orf180 C1QTNF7 C7 CADM3 CCL14 CD34 CDH5 CHL1 CHRDL1 CLEC14A COL14A1 COX4I2 DAAM2 DCN DPT EDNRB EMCN FAM107A FAM13C FGD5 FHL5 FLT1 FMO2 FRZB GALNT15 GJA4 GPIHBP1 GUCY1A2 IGF1 IGSF21 ITGA8 ITGA9 ITIH5 JAM2 KALRN KCNN3 KDR LDB2 LGI4 LMOD1 LPL LYVE1 MEOX2 MMRN2 NDRG2 NOTCH4 NTRK2 PCDH17 PDLIM3 PLP1 PPP1R1A PRELP PREX2 PTPRB RAMP2 RAMP3 RAPGEF4 RAPGEF5 RASL12 RERGL RGS5 RHOJ RNASE1 RUNX1T1 RXRG SCN4B SCN7A SEMA6D SLC6A1 SLCO2B1 SMOC2 SORBS1 SPARCL1 TDRD10 TEK TIE1 TMEM100 TMEM132C VSTM4,Brain Cells,1
9.728267,-0.4480022,exc l3-5 rorb lnx2 (id:207),C16orf54 CASP8 CCR12P CCR4 CD226 CD28 CD3G CD40LG CD6 CLEC2D CRLF3 FCRL1 FCRL3 FLT3LG GPR18 HELB IKZF3 IL12RB1 IL7R ITK KLRD1 KLRK1 LOC105374971 LOC105377703 LY9 MDS2 PATL2 PLAC8 PYHIN1 RNF125 SAMD3 SCML4 SIRPG SLFN12L STK17B STK4 TCF7 THEMIS TRABD2A TRAT1 TRAV10 TRAV12-1 TRAV12-2 TRAV12-3 TRAV13-1 TRAV13-2 TRAV14DV4 TRAV16 TRAV17 TRAV19 TRAV2 TRAV20 TRAV21 TRAV23DV6 TRAV25 TRAV26-1 TRAV27 TRAV29DV5 TRAV3 TRAV35 TRAV38-2DV8 TRAV4 TRAV41 TRAV6 TRAV8-1 TRAV8-2 TRAV8-3 TRAV8-6 TRAV9-2 TRBV10-3 TRBV12-3 TRBV12-4 TRBV14 TRBV15 TRBV18 TRBV19 TRBV2 TRBV23-1 TRBV27 TRBV29-1 TRBV3-1 TRBV30 TRBV4-1 TRBV4-2 TRBV5-1 TRBV5-4 TRBV5-6 TRBV6-1 TRBV6-2 TRBV6-5 TRBV7-2 TRBV7-8 TRBV7-9 TRBV9 TXK ZBP1 ZC3H12D ZNF101,Brain Cells,1
6.1535673,3.681571,exc l3-5 rorb rprm (id:208),ADAMTS19 B4GALNT4 BMP7 BRSK2 C2CD4C CACNA1B CACNG4 CAMKV CASKIN1 CCDC177 CCDC92B CCKBR CELSR2 CERS1 CHST8 CKB CNIH2 CNTFR COL26A1 CRABP1 CSPG5 CTNND2 CTXN1 CXXC4 DISP3 DPYSL5 ECEL1 EFNB3 ELAVL2 EMILIN3 EPHA7 EPHA8 ERC2 FAXC FBLL1 FBN3 GABRQ GALNT13 GAP43 HCN4 HRH3 HS6ST2 HS6ST3 IGDCC3 IGFBPL1 INA IRS4 JPH3 KCNB2 KCNQ2 KIF1A KIF26A LINGO1 LOC105374971 LOC105374973 LRRC10B MAPK4 MAPK8IP1 MARK1 MPP2 MSI1 NCAN NHLH2 NKAIN1 NUS1P2 OTX2 PCDH19 PCDH8 PCDHA11 PHF21B PLPPR5 PPM1E PRR36 RCOR2 RHBDL3 RIMS4 RND2 RPRM SALL3 SEMA5B SH3GL2 SH3GL3 SLC35F1 SNAP91 SOX2 SOX21 SOX3 SPSB4 STOX2 SULT4A1 SYT6 TMEM178B TMEM179 TMEM200C TMEM59L TUBB2B ZCCHC12 ZDHHC22 ZIC2,Brain Cells,1
5.847483,2.3324084,exc l3-5 rorb tnnt2 (id:209),ACTC1 ACTN2 ADAM18 ADAMTS18 ADAMTS19 AKAP4 ARHGAP28 ASXL3 BMPER C1orf105 CADPS CCDC141 CCKBR CDH8 CER1 CFC1 CLSTN2 CNTN6 CNTNAP5 COL11A1 COL6A6 CTNNA3 DLGAP1 DMD ERBB4 ERC2 FAT3 FGF10 FILIP1 FLRT2 FREM1 FSHR GABRB2 GPX5 GRIA3 GRID2 GRIN2A HAND1 HAPLN1 HIF3A HTR1E LAMA1 LEFTY2 LHCGR LIN28A LIX1 LOC100507562 LOC105376081 LRP2 LRRC53 LRRTM1 MAGEB3 MAGEL2 MAGI2 MROH2B MTUS2 MYH6 MYH7 MYL7 MYOCD NOX4 NPPB NRXN1 OR1S2 OR2M5 PCDH15 PDZRN4 PLCXD3 PLSCR5 PRDM5 PSKH2 PTPN5 RBFOX1 RUNX1T1 RYR2 SCN10A SHISA6 SLC6A5 SMYD1 SPATA16 SPATA31B1P SPATA31D3 SPATA31D4 SPATA31D5P SPHKAP STON1-GTF2A1L SYT10 TECRL TNNT2 TOPAZ1 TRDN TRPM3 UNC5D USP17L11 USP17L2 WNT8A ZDHHC15,Brain Cells,1
5.9029713,4.919129,exc l5 fezf2 csn1s1 (id:210),ACTN2 ADCY5 ADCY8 ADCYAP1R1 ADGRA1 ADGRB3 ADGRL3 ANK2 ASIC2 ASTN1 ATP1A2 ATP2B2 ATP2B3 BRINP1 C11orf87 CADM3 CADPS CAMK2A CDH20 CDH22 CHST1 CLIP3 CLVS2 CNTFR CNTN2 CORO2B CTNNA3 CTNND2 DCLK1 DOK5 DTNA DUSP26 FAIM2 FAM13C FGF1 FRMPD4 GABRB1 GAL3ST3 GAP43 GRIA2 GRIA3 GRIN2A HHATL HMGCLL1 IGSF21 KCNA4 KCNIP1 KCNQ3 KCTD8 LOC105373592 LRFN5 LRRC3B LRRC4C LRRTM1 LRRTM3 MAGEL2 MAP6 MEGF10 MMD2 NACAD NDRG4 NFASC NRXN1 NTM OPCML OPN4 PHYHIP PLP1 PLPPR4 PPFIA2 PTN PTPN5 PTPRD RASL12 RBFOX1 RCAN2 RGS7BP RGS8 RUNX1T1 SEMA6D SGIP1 SHISA6 SLC6A1 SNAP25 SNAP91 SPHKAP ST8SIA3 STMN2 SYNDIG1 SYNPR TCEAL2 TCEAL5 TCEAL6 TCEAL7 THY1 TMEM35A TRIL UBE2QL1 VAT1L ZNF423,Brain Cells,1
3.7369974,2.3038096,exc l5 fezf2 nrep-as1 (id:211),A2M ABCA1 ACTA2 ACVRL1 ADAMTS12 ADAMTS2 ADAMTS5 ADGRL4 ADH1B AGTR1 ANGPT1 ANGPTL2 ASPN C1QTNF5 C1S CCDC80 CD248 CD36 CLEC3B CMKLR1 COL14A1 COL15A1 COL1A1 COL1A2 COL3A1 COL4A1 COL6A2 COL6A3 CPED1 CTSK CXCL12 CYBRD1 CYYR1 DAB2 DCN DPT ECM2 ENPP2 FABP4 FAP FBLN2 FBN1 FILIP1L FMOD FNDC1 GNG11 GSN HGF HNMT HSPB7 HTRA3 IGFBP7 ISLR ITGA1 ITGB3 LAMA2 LDB2 LOC105370315 LRP1 LRRC32 LUM LYVE1 MEDAG MEOX2 MFAP4 MFAP5 MMP19 MMP2 MRC1 MRGPRF MXRA5 MYL9 MYLK NEXN NID1 NID2 OLFML1 OLFML2B OLFML3 PCDH18 PDGFRA PDGFRB PID1 PLVAP PODN POSTN PRRX1 RIN2 SERPING1 SFRP4 SGCD SPARC SYNPO2 TAGLN TEK TGFBI THBS2 TNS1 VCAM1,Brain Cells,1
4.879083,0.74870026,exc l5 fezf2 pkd2l1 (id:212),ABI3BP ADAM12 ADAMTS12 ADAMTS5 ADAMTSL1 APCDD1L ARHGAP28 ARHGAP29 AXL BICC1 BMPER BNC2 CALD1 CAV2 CC2D2A CCBE1 CCDC80 CDH11 CDH13 CHST3 CLMP COL12A1 COL1A1 COL1A2 COL4A1 COL6A3 COL8A1 CRIM1 DCN DIO2 DLC1 DOCK7 DSEL ECM2 FAP FAT4 FBLN1 FBN1 FER FGF2 FKBP14 FLRT2 FN1 FSTL1 GJC1 GPX8 GREM1 HAS2 INTU ITGA11 ITGBL1 LAMA4 LOX LOXL2 LPP MAMDC2 MCFD2 MFAP5 MSRB3 MYLK NAV1 NAV3 NEDD4 NEGR1 NEXN NID2 NLRP10 NNMT OSMR P4HA3 PAPPA PEAK1 PHLDB2 PLA2R1 PLOD2 PPP2R3A PRDM5 PRRX1 PSG1 PSG5 PTGIS PTPN14 PYGO1 RASSF8 RBMS2 RBMS3 RNF217 SCHIP1 SCUBE3 SLIT3 SRGAP1 SVEP1 TFPI TGFB1I1 TWIST2 UGGT2 VGLL3,Brain Cells,1
9.402207,4.4644465,exc l5 fezf2 rnf144a-as1 (id:213),AIF1 AOAH AQP9 ASAH1 C1QA C1orf162 C5AR1 CCR1 CD14 CD163 CD180 CD1C CD300C CD300E CD300LB CD300LF CD36 CD93 CLEC10A CLEC12A CLEC1B CLEC7A CMKLR1 CR1 CSF1R CSF2RB CSF3R CTSS CXCR2P1 CYBB F13A1 FCER1A FCER1G FCGR2A FCGR2B FCGR2C FCGR3A FCGR3B FCN1 FGD2 FGL2 FGR FOLR2 FPR1 FPR2 FPR3 GAPT GIMAP8 HCK HK3 IGSF6 IRAK3 ITGAM ITGAX JAML KCNE3 LAIR1 LILRA1 LILRA5 LILRA6 LILRB2 LILRB4 LILRB5 LOC105369818 LOC105370019 LRRC25 LST1 LY86 LYZ MARCO MNDA MPEG1 MS4A14 MS4A4A MS4A6A MS4A7 MYO1F NCF2 NCF4 NFAM1 NPL P2RX1 P2RY13 PECAM1 PLEK RGS18 RNASE6 S100A8 S100A9 SIGLEC1 SIGLEC7 SIGLEC9 SIRPB2 SPI1 STAB1 TFEC TLR2 TLR8 TREM1 TYROBP,Brain Cells,1
6.9328456,1.9304416,exc l5 rorb med8 (id:214),ADAMTS3 ADCY8 ADGRL2 ADGRL3 ANK2 ASTN1 BRINP1 CACNA2D1 CACNG7 CADM3 CCKBR CDH2 CLDN6 CNTN1 COL11A1 COL22A1 COL4A1 COL4A2 CRISPLD1 CRMP1 CSRNP3 DCAF12L1 DCAF12L2 DKK3 DOK5 DPYSL3 DZIP1 EFNB3 FAT3 FBN3 FBXL7 GAL3ST3 GAP43 GJA1 GRID2 GRM8 GUCA1A HAPLN1 HCN4 IGDCC4 IGLON5 IL17RD KCNIP1 KCNT2 KCTD8 KIF1A LAMA1 LINGO1 LRCH2 LRRTM1 MAGEL2 MARK1 MEGF10 MMP16 MYO3A NES NKAIN4 NLGN4X NPFFR2 NRG3 NTM NXPH2 PABPC5 PAPPA2 PCDHA11 PCDHA12 PCDHA2 PCDHA3 PCDHB2 PCDHB5 PDPN PHF21B PLPPR5 PTN PTPRD PTPRZ1 RBP1 SALL1 SALL3 SEMA5B SFRP1 SLC6A15 SORCS1 SPSB4 ST6GALNAC5 ST8SIA2 TCEAL7 TENM3 THY1 TMEM200C TRO TUBB2B UNC5D VANGL2 VAT1L ZNF334 ZNF423,Brain Cells,1
6.588929,1.9805398,exc l5 themis fgf10 (id:215),ADAMTS3 AKAP12 AMOTL2 ANO4 APLP1 BDNF C11orf87 CACNA2D1 CACNG7 CAP2 CDH2 CHN1 COL11A1 COL4A2 CPT1C CRH CRMP1 DCBLD2 DDAH1 DKK3 DPYSL3 DZIP1 EDIL3 EFNB3 EPHA5 ETV1 FAM171B FERMT2 FGF2 FHOD3 FIGN FLNC FMN2 FRMPD4 GABRA5 GAP43 GJA1 GLI2 GLRB GPR161 GPR176 GPR37 GULP1 INA KCNT2 KCTD16 KIAA1549L LARP6 LIFR LRCH2 LYPD6 MAGEL2 MAP1B MEIS3 MGAT5B MMP16 MPDZ MTCL1 NLGN1 NMNAT2 NPFFR2 NTM NUAK1 NXPH2 PAPPA2 PCDH10 PFN2 PTN PURG RAB3B RASSF8 RBFOX2 RGS4 RGS7 SCARA3 SCG2 SCHIP1 SFRP1 SH2D5 SLC6A15 SMARCA1 SNAP25 SPOCK1 ST6GALNAC5 SYT1 TCEAL7 TEAD1 TENM3 TGFB2 TMEFF1 TMEM132A TMEM59L TRAM1L1 TRPC4 TUBB3 TUSC3 UCHL1,Brain Cells,1
7.452546,4.338439,exc l5 themis rgpd6 (id:217),ABCA8 ABCD2 ABI3BP ACTA2 ADAMTS5 ADGRL4 AEBP1 ARHGEF6 ARID5B ASPN BTN3A3 CACNA1C CAMK4 CCSER2 CD2 CD248 CD28 CD3E CFH CMAHP COL1A2 COL5A3 COL6A3 CTLA4 CYLD DAAM2 DCN DDR2 DOCK10 DPT EBF1 ENPP2 ETS1 FBLN5 FGF7 FLI1 FYN GALNT15 GBP1 GIMAP4 GIMAP5 GIMAP7 GNG2 GPR155 GPRASP1 GRK5 GZMA GZMK ICOS IFI16 IL7R ISLR ITGA1 ITGA8 ITK JCHAIN KLF12 LAMA4 LDB2 LRRC32 LRRN3 MAF NLRP1 OGN PDE7B PDGFRA PDGFRB PI16 PLCL1 PLXDC1 PODN PRRX1 PTGDR PTGDS RASGRF2 RBMS3 RFTN1 RHOJ RORA S1PR1 SGCD SH2D1A SLC9A9 SLFN5 SNED1 SYNE1 SYNPO2 SYT11 TGFBR3 THEMIS TMEM119 TMEM204 TRAC TRAT1 VCAM1 VSTM4 WIPF1 ZBTB20 ZEB1 ZEB2,Brain Cells,1
6.5334325,-1.2758747,exc l5 themis slc22a18 (id:218),ABL2 ACBD7 ALG14 APBB2 ARHGAP22 ARHGAP29 ARHGEF10 ARMC9 ASPH AXL BEND6 BTNL9 C4orf36 CAV2 CCBE1 CCDC122 CEP112 CLDN11 CNKSR3 COL8A1 CPEB1 CSPG4P12 DCBLD2 DNAJB4 DNAL1 DOCK7 EVI5 FADS3 FBXL2 FER FERMT2 FGF2 FGF5 FKBP14 FKBP9P1 FLRT2 FOXL2NB GJC1 GREM1 HRH1 HSPA4L ITGA11 LARP6 LRP12 LRRC49 MCFD2 MIPOL1 MOK MORC4 MSX1 MYO10 NALCN NAV3 NEDD4 NT5DC3 OPHN1 OTUD7B PCDHGA6 PCDHGA8 PEAK1 PGM5P2 PHLDB1 PKD1L2 PLEKHH2 PPFIBP1 PTPN14 RAB3B RASAL2 RASSF8 RBMS3 RILPL1 RPGRIP1L RUFY2 SLC7A11 SNAPC1 SNTB2 SRGAP1 STEAP2 STK3 SUSD5 TBC1D8B TFPI TLCD2 TMC7 TOR1AIP2 TSPAN10 TTC7B TTL TTLL7 TYRO3 UGGT2 VGLL3 WTIP ZBTB8A ZNF37A,Brain Cells,1
6.736781,1.2915057,exc l5 themis vill (id:219),ADAMTS1 ADAMTS3 ADAMTS9 ADAMTSL1 ADGRL2 ADGRL3 ANGPTL2 ANK2 ANTXR1 ASXL3 BOC CACHD1 CACNA2D1 CALD1 CDH11 CHRDL1 CNN3 CNRIP1 COL11A1 COL14A1 COL1A2 COL3A1 COL4A1 COL4A2 CPE CRISPLD1 CSRNP3 DACH1 DCLK1 DENND2A DKK3 DPYSL3 DZIP1 EDIL3 EDNRA EDNRB EFNB2 FAM13C FAT4 FBN1 FBXL7 FIBIN FRZB FSTL1 GJA1 GLI3 GPC6 GUCY1A2 ID4 IGFBP5 KCNT2 KDR LAMA4 LDB2 LOC101927389 LRCH2 LUM MAP1B MAP6 MFAP4 MMP2 MPDZ MXRA5 NES NLGN1 NTM PAMR1 PARD3B PCDH17 PCDH18 PCDH19 PDGFRA PDZRN3 PLPPR4 POSTN PRICKLE2 PRKG1 PRRX1 PTN PTPRD ROBO2 RUNX1T1 SEMA6D SFRP1 SLIT2 SNCAIP SPARC ST6GALNAC5 SULF1 TCEAL7 TMEM200C TMEM47 TNC TRIL TRIM2 TSPAN11 UNC5C WLS ZNF423 ZNF521,Brain Cells,1
7.753114,1.3797774,exc l5-6 fezf2 c9orf135-as1 (id:220),ABI2 ADGRB3 ADGRL3 AKAP6 ANK2 ASXL3 BOC C3orf70 CACNA2D1 CADPS CDH11 CDH6 CDR1 CHL1 CLSTN2 CSRNP3 DCLK1 DENND2A DGKI DMD DOCK7 DST DZIP1 EGFEM1P EML1 EPHA3 ERBB4 FAM13C FARP1 FAT3 FBXL7 FGF14 FMN2 FOXP2 FTO GRIA1 GRIA3 GRIK2 GUCY1A2 ID4 IFT81 IGFBP5 INTU JAM2 KALRN KCNT2 LAMA4 LMO3 LRCH2 LRP1B LRRC49 LRRTM2 LSAMP MAGI2 MAP1B MAP6 MAPK10 NCKAP5 NFASC NLGN1 NOVA1 NPAS3 NRXN1 NRXN3 NTRK2 PBX1 PCDH17 PCDH18 PCDHGB6 PDZRN3 PEAK1 PLEKHA5 PLPPR4 PRICKLE2 PRKG1 PRRX1 PTN PTPRD PTPRG PTPRZ1 RBMS3 RNF150 RNF180 ROBO1 ROBO2 RUNX1T1 SCHIP1 SEMA5A SEMA6D SLIT2 SNCAIP SORBS2 SOX5 TENM4 TMEM132B TMEM200C TRIM2 TRPM3 TTC28 TTLL7 ZFHX4,Brain Cells,1
